ID	SampleName	SamplingDate	Continent	Country	Location	lineage	ambiguity_score	pangoLEARN_version	pango_version	tardis_location
hCoV-19/USA/FL-BPHL-0887/2020|EPI_ISL_517777|2020-05-03|NorthAmerica	EPI_ISL_517777	2020-05-03	NorthAmerica	USA	FL	B.1.332	0.964514652014652	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2095/2020|EPI_ISL_653248|2020-05-18|NorthAmerica	EPI_ISL_653248	2020-05-18	NorthAmerica	USA	FL	B.1.332	0.942483048866028	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0278/2020|EPI_ISL_480929|2020-05-07|NorthAmerica	EPI_ISL_480929	2020-05-07	NorthAmerica	USA	FL	B.1	0.921554601812113	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0803/2020|EPI_ISL_514149|2020-05-08|NorthAmerica	EPI_ISL_514149	2020-05-08	NorthAmerica	USA	FL	B.1	0.986556128164911	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0807/2020|EPI_ISL_514153|2020-05-18|NorthAmerica	EPI_ISL_514153	2020-05-18	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1408/2020|EPI_ISL_549190|2020-05-27|NorthAmerica	EPI_ISL_549190	2020-05-27	NorthAmerica	USA	FL	B.1	0.954703027501733	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0273/2020|EPI_ISL_480924|2020-05-06|NorthAmerica	EPI_ISL_480924	2020-05-06	NorthAmerica	USA	FL	B.1	0.948872879386475	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1589/2020|EPI_ISL_594279|2020-05-21|NorthAmerica	EPI_ISL_594279	2020-05-21	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0401/2020|EPI_ISL_489810|2020-05-13|NorthAmerica	EPI_ISL_489810	2020-05-13	NorthAmerica	USA	FL	B.1	0.98995087092452	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0265/2020|EPI_ISL_480916|2020-05-04|NorthAmerica	EPI_ISL_480916	2020-05-04	NorthAmerica	USA	FL	B.1.170	0.989499553172475	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0266/2020|EPI_ISL_480917|2020-05-04|NorthAmerica	EPI_ISL_480917	2020-05-04	NorthAmerica	USA	FL	B.1.170	0.992425930051236	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0285/2020|EPI_ISL_480936|2020-05-13|NorthAmerica	EPI_ISL_480936	2020-05-13	NorthAmerica	USA	FL	B.1.170	0.987916759901544	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0248/2020|EPI_ISL_480899|2020-05-02|NorthAmerica	EPI_ISL_480899	2020-05-02	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0886/2020|EPI_ISL_517776|2020-05-01|NorthAmerica	EPI_ISL_517776	2020-05-01	NorthAmerica	USA	FL	B.1	0.954703027501733	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S125/2020|EPI_ISL_812327|2020-05-31|NorthAmerica	EPI_ISL_812327	2020-05-31	NorthAmerica	USA	FL	B.1.439	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0263/2020|EPI_ISL_480914|2020-05-04|NorthAmerica	EPI_ISL_480914	2020-05-04	NorthAmerica	USA	FL	B.1	0.988821819807735	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0261/2020|EPI_ISL_480912|2020-05-04|NorthAmerica	EPI_ISL_480912	2020-05-04	NorthAmerica	USA	FL	B.1	0.958314140948871	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1404/2020|EPI_ISL_549186|2020-05-12|NorthAmerica	EPI_ISL_549186	2020-05-12	NorthAmerica	USA	FL	B.1	0.940749414519906	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0259/2020|EPI_ISL_480910|2020-05-04|NorthAmerica	EPI_ISL_480910	2020-05-04	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1080/2020|EPI_ISL_526566|2020-05-16|NorthAmerica	EPI_ISL_526566	2020-05-16	NorthAmerica	USA	FL	B.1	0.959512307338394	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1409/2020|EPI_ISL_549191|2020-05-27|NorthAmerica	EPI_ISL_549191	2020-05-27	NorthAmerica	USA	FL	B.1	0.947160148975791	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0806/2020|EPI_ISL_514152|2020-05-18|NorthAmerica	EPI_ISL_514152	2020-05-18	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0810/2020|EPI_ISL_514156|2020-05-20|NorthAmerica	EPI_ISL_514156	2020-05-20	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2131/2020|EPI_ISL_653284|2020-05-07|NorthAmerica	EPI_ISL_653284	2020-05-07	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2135/2020|EPI_ISL_653288|2020-05-08|NorthAmerica	EPI_ISL_653288	2020-05-08	NorthAmerica	USA	FL	B.1	0.99197682193002	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0241/2020|EPI_ISL_480892|2020-05-02|NorthAmerica	EPI_ISL_480892	2020-05-02	NorthAmerica	USA	FL	B.1	0.966643819968015	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2211/2020|EPI_ISL_666833|2020-05-11|NorthAmerica	EPI_ISL_666833	2020-05-11	NorthAmerica	USA	FL	B.1.276	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0814/2020|EPI_ISL_514160|2020-05-25|NorthAmerica	EPI_ISL_514160	2020-05-25	NorthAmerica	USA	FL	B.1	0.992425930051236	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0402/2020|EPI_ISL_489811|2020-05-13|NorthAmerica	EPI_ISL_489811	2020-05-13	NorthAmerica	USA	FL	B.1	0.98450830713965	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2021/2020|EPI_ISL_653174|2020-05-29|NorthAmerica	EPI_ISL_653174	2020-05-29	NorthAmerica	USA	FL	B.1.110.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2022/2020|EPI_ISL_653175|2020-05-29|NorthAmerica	EPI_ISL_653175	2020-05-29	NorthAmerica	USA	FL	B.1.110.3	0.992201426024955	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1998/2020|EPI_ISL_653151|2020-05-14|NorthAmerica	EPI_ISL_653151	2020-05-14	NorthAmerica	USA	FL	B.1	0.946915017462165	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0411/2020|EPI_ISL_489820|2020-05-14|NorthAmerica	EPI_ISL_489820	2020-05-14	NorthAmerica	USA	FL	B	0.978776247459923	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0268/2020|EPI_ISL_480919|2020-05-05|NorthAmerica	EPI_ISL_480919	2020-05-05	NorthAmerica	USA	FL	A	0.937265037593985	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0884/2020|EPI_ISL_526553|2020-05-04|NorthAmerica	EPI_ISL_526553	2020-05-04	NorthAmerica	USA	FL	A	0.988595706618962	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1257/2020|EPI_ISL_541157|2020-05-06|NorthAmerica	EPI_ISL_541157	2020-05-06	NorthAmerica	USA	FL	A	0.948384096721693	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0240/2020|EPI_ISL_480891|2020-05-01|NorthAmerica	EPI_ISL_480891	2020-05-01	NorthAmerica	USA	FL	A	0.953735831598427	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0410/2020|EPI_ISL_489819|2020-05-14|NorthAmerica	EPI_ISL_489819	2020-05-14	NorthAmerica	USA	FL	A.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0408/2020|EPI_ISL_489817|2020-05-14|NorthAmerica	EPI_ISL_489817	2020-05-14	NorthAmerica	USA	FL	A.3	0.992201426024955	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0239/2020|EPI_ISL_480890|2020-05-01|NorthAmerica	EPI_ISL_480890	2020-05-01	NorthAmerica	USA	FL	A	0.986329000448229	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0407/2020|EPI_ISL_489816|2020-05-14|NorthAmerica	EPI_ISL_489816	2020-05-14	NorthAmerica	USA	FL	B	0.955668436850612	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0409/2020|EPI_ISL_489818|2020-05-14|NorthAmerica	EPI_ISL_489818	2020-05-14	NorthAmerica	USA	FL	B.1	0.977853107344633	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1086/2020|EPI_ISL_526572|2020-05-23|NorthAmerica	EPI_ISL_526572	2020-05-23	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0305/2020|EPI_ISL_489714|2020-05-31|NorthAmerica	EPI_ISL_489714	2020-05-31	NorthAmerica	USA	FL	A.1	0.950580046403712	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-AFFG/2020|EPI_ISL_513282|2020-06-29|NorthAmerica	EPI_ISL_513282	2020-06-29	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-AFFD/2020|EPI_ISL_513281|2020-06-29|NorthAmerica	EPI_ISL_513281	2020-06-29	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0828/2020|EPI_ISL_514174|2020-06-12|NorthAmerica	EPI_ISL_514174	2020-06-12	NorthAmerica	USA	FL	B.1.170	0.98769024171889	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0311/2020|EPI_ISL_489720|2020-06-02|NorthAmerica	EPI_ISL_489720	2020-06-02	NorthAmerica	USA	FL	B.1.170	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2203/2020|EPI_ISL_666825|2020-06-17|NorthAmerica	EPI_ISL_666825	2020-06-17	NorthAmerica	USA	FL	B.1.170	0.99175211769951	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0315/2020|EPI_ISL_489724|2020-06-02|NorthAmerica	EPI_ISL_489724	2020-06-02	NorthAmerica	USA	FL	B.1.170	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0314/2020|EPI_ISL_489723|2020-06-02|NorthAmerica	EPI_ISL_489723	2020-06-02	NorthAmerica	USA	FL	B.1.170	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2061/2020|EPI_ISL_653214|2020-06-11|NorthAmerica	EPI_ISL_653214	2020-06-11	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1240/2020|EPI_ISL_541163|2020-06-01|NorthAmerica	EPI_ISL_541163	2020-06-01	NorthAmerica	USA	FL	B.1	0.956391324411629	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1238/2020|EPI_ISL_541161|2020-06-01|NorthAmerica	EPI_ISL_541161	2020-06-01	NorthAmerica	USA	FL	B.1	0.983823859806785	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1237/2020|EPI_ISL_541160|2020-06-01|NorthAmerica	EPI_ISL_541160	2020-06-01	NorthAmerica	USA	FL	B.1	0.986101770903385	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1241/2020|EPI_ISL_541164|2020-06-01|NorthAmerica	EPI_ISL_541164	2020-06-01	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UW-473/2020|EPI_ISL_484848|2020-06-09|NorthAmerica	EPI_ISL_484848	2020-06-09	NorthAmerica	USA	FL	B.1.162	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S136/2020|EPI_ISL_812328|2020-06-09|NorthAmerica	EPI_ISL_812328	2020-06-09	NorthAmerica	USA	FL	B.1	0.981994148098132	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1629/2020|EPI_ISL_594319|2020-06-18|NorthAmerica	EPI_ISL_594319	2020-06-18	NorthAmerica	USA	FL	B.1	0.962614678899083	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0822/2020|EPI_ISL_514168|2020-06-12|NorthAmerica	EPI_ISL_514168	2020-06-12	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0554/2020|EPI_ISL_508757|2020-06-30|NorthAmerica	EPI_ISL_508757	2020-06-30	NorthAmerica	USA	FL	B.1.110.3	0.992201426024955	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0760/2020|EPI_ISL_512676|2020-06-27|NorthAmerica	EPI_ISL_512676	2020-06-27	NorthAmerica	USA	FL	B.1.110.3	0.987916759901544	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0771/2020|EPI_ISL_512576|2020-06-29|NorthAmerica	EPI_ISL_512576	2020-06-29	NorthAmerica	USA	FL	B.1.110.3	0.935514238644387	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1054/2020|EPI_ISL_517944|2020-06-04|NorthAmerica	EPI_ISL_517944	2020-06-04	NorthAmerica	USA	FL	B.1.110.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1089/2020|EPI_ISL_526575|2020-06-08|NorthAmerica	EPI_ISL_526575	2020-06-08	NorthAmerica	USA	FL	B.1.110.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1597/2020|EPI_ISL_594287|2020-06-05|NorthAmerica	EPI_ISL_594287	2020-06-05	NorthAmerica	USA	FL	B.1.110.3	0.940749414519906	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2062/2020|EPI_ISL_653215|2020-06-15|NorthAmerica	EPI_ISL_653215	2020-06-15	NorthAmerica	USA	FL	B.1.110.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2008/2020|EPI_ISL_653161|2020-06-10|NorthAmerica	EPI_ISL_653161	2020-06-10	NorthAmerica	USA	FL	B.1.110.3	0.967351598173516	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2096/2020|EPI_ISL_653249|2020-06-04|NorthAmerica	EPI_ISL_653249	2020-06-04	NorthAmerica	USA	FL	B.1.110.3	0.987236901030004	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1245/2020|EPI_ISL_541338|2020-06-02|NorthAmerica	EPI_ISL_541338	2020-06-02	NorthAmerica	USA	FL	B.1.110.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2199/2020|EPI_ISL_666821|2020-06-04|NorthAmerica	EPI_ISL_666821	2020-06-04	NorthAmerica	USA	FL	B.1.110.3	0.977622061482821	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0553/2020|EPI_ISL_508756|2020-06-30|NorthAmerica	EPI_ISL_508756	2020-06-30	NorthAmerica	USA	FL	B.1.110.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UF-37/2020|EPI_ISL_681322|2020-06-30|NorthAmerica	EPI_ISL_681322	2020-06-30	NorthAmerica	USA	FL	B.1.369	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-3428/2020|EPI_ISL_876966|2020-06-27|NorthAmerica	EPI_ISL_876966	2020-06-27	NorthAmerica	USA	FL	B.1.369	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0767/2020|EPI_ISL_512572|2020-06-29|NorthAmerica	EPI_ISL_512572	2020-06-29	NorthAmerica	USA	FL	B.1.369	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2052/2020|EPI_ISL_653205|2020-06-27|NorthAmerica	EPI_ISL_653205	2020-06-27	NorthAmerica	USA	FL	B.1.369	0.965935070873343	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0854/2020|EPI_ISL_514200|2020-06-29|NorthAmerica	EPI_ISL_514200	2020-06-29	NorthAmerica	USA	FL	B.1.369	0.986101770903385	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0989/2020|EPI_ISL_517879|2020-06-11|NorthAmerica	EPI_ISL_517879	2020-06-11	NorthAmerica	USA	FL	B.1.369	0.991302408563782	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2060/2020|EPI_ISL_653213|2020-06-08|NorthAmerica	EPI_ISL_653213	2020-06-08	NorthAmerica	USA	FL	B.1	0.9675873088336	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0531/2020|EPI_ISL_508734|2020-06-19|NorthAmerica	EPI_ISL_508734	2020-06-19	NorthAmerica	USA	FL	B.1.502	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1488/2020|EPI_ISL_549270|2020-06-30|NorthAmerica	EPI_ISL_549270	2020-06-30	NorthAmerica	USA	FL	B.1.509	0.951796060254925	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0835/2020|EPI_ISL_514181|2020-06-20|NorthAmerica	EPI_ISL_514181	2020-06-20	NorthAmerica	USA	FL	B.1.509	0.986783154121864	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0831/2020|EPI_ISL_514177|2020-06-19|NorthAmerica	EPI_ISL_514177	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2055/2020|EPI_ISL_653208|2020-06-29|NorthAmerica	EPI_ISL_653208	2020-06-29	NorthAmerica	USA	FL	B.1.509	0.955427251732102	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0774/2020|EPI_ISL_512578|2020-06-29|NorthAmerica	EPI_ISL_512578	2020-06-29	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0858/2020|EPI_ISL_514204|2020-06-29|NorthAmerica	EPI_ISL_514204	2020-06-29	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0530/2020|EPI_ISL_508733|2020-06-19|NorthAmerica	EPI_ISL_508733	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0104/2020|EPI_ISL_1379509|2020-06-16|NorthAmerica	EPI_ISL_1379509	2020-06-16	NorthAmerica	USA	FL	B.1.509	0.98927374301676	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0754/2020|EPI_ISL_512560|2020-06-23|NorthAmerica	EPI_ISL_512560	2020-06-23	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0837/2020|EPI_ISL_514183|2020-06-19|NorthAmerica	EPI_ISL_514183	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0832/2020|EPI_ISL_514178|2020-06-19|NorthAmerica	EPI_ISL_514178	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0743/2020|EPI_ISL_512549|2020-06-19|NorthAmerica	EPI_ISL_512549	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0834/2020|EPI_ISL_514180|2020-06-20|NorthAmerica	EPI_ISL_514180	2020-06-20	NorthAmerica	USA	FL	B.1.509	0.991077403524426	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0833/2020|EPI_ISL_514179|2020-06-19|NorthAmerica	EPI_ISL_514179	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.986101770903385	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0910/2020|EPI_ISL_517800|2020-06-30|NorthAmerica	EPI_ISL_517800	2020-06-30	NorthAmerica	USA	FL	B.1.509	0.992425930051236	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0768/2020|EPI_ISL_512573|2020-06-30|NorthAmerica	EPI_ISL_512573	2020-06-30	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0741/2020|EPI_ISL_512547|2020-06-20|NorthAmerica	EPI_ISL_512547	2020-06-20	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0830/2020|EPI_ISL_514176|2020-06-19|NorthAmerica	EPI_ISL_514176	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1266/2020|EPI_ISL_541173|2020-06-17|NorthAmerica	EPI_ISL_541173	2020-06-17	NorthAmerica	USA	FL	B.1.509	0.985419470614625	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0528/2020|EPI_ISL_508731|2020-06-19|NorthAmerica	EPI_ISL_508731	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0744/2020|EPI_ISL_512550|2020-06-19|NorthAmerica	EPI_ISL_512550	2020-06-19	NorthAmerica	USA	FL	B.1.509	0.99175211769951	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1480/2020|EPI_ISL_549262|2020-06-27|NorthAmerica	EPI_ISL_549262	2020-06-27	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0756/2020|EPI_ISL_512562|2020-06-27|NorthAmerica	EPI_ISL_512562	2020-06-27	NorthAmerica	USA	FL	B.1.509	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0745/2020|EPI_ISL_512551|2020-06-20|NorthAmerica	EPI_ISL_512551	2020-06-20	NorthAmerica	USA	FL	B.1.509	0.981306306306306	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0753/2020|EPI_ISL_512559|2020-06-22|NorthAmerica	EPI_ISL_512559	2020-06-22	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1056/2020|EPI_ISL_517946|2020-06-04|NorthAmerica	EPI_ISL_517946	2020-06-04	NorthAmerica	USA	FL	B.1	0.987463622117752	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0503/2020|EPI_ISL_495409|2020-06-03|NorthAmerica	EPI_ISL_495409	2020-06-03	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0752/2020|EPI_ISL_512558|2020-06-23|NorthAmerica	EPI_ISL_512558	2020-06-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0556/2020|EPI_ISL_508759|2020-06-30|NorthAmerica	EPI_ISL_508759	2020-06-30	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1624/2020|EPI_ISL_594314|2020-06-04|NorthAmerica	EPI_ISL_594314	2020-06-04	NorthAmerica	USA	FL	B.1	0.992425930051236	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0508/2020|EPI_ISL_508711|2020-06-10|NorthAmerica	EPI_ISL_508711	2020-06-10	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0307/2020|EPI_ISL_489716|2020-06-01|NorthAmerica	EPI_ISL_489716	2020-06-01	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0557/2020|EPI_ISL_508760|2020-06-30|NorthAmerica	EPI_ISL_508760	2020-06-30	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0824/2020|EPI_ISL_514170|2020-06-12|NorthAmerica	EPI_ISL_514170	2020-06-12	NorthAmerica	USA	FL	B.1	0.968058407483459	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0306/2020|EPI_ISL_489715|2020-06-01|NorthAmerica	EPI_ISL_489715	2020-06-01	NorthAmerica	USA	FL	B.1	0.942977331152138	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0509/2020|EPI_ISL_508712|2020-06-10|NorthAmerica	EPI_ISL_508712	2020-06-10	NorthAmerica	USA	FL	B.1	0.991527313266444	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0507/2020|EPI_ISL_508710|2020-06-10|NorthAmerica	EPI_ISL_508710	2020-06-10	NorthAmerica	USA	FL	B.1	0.957113211897625	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1265/2020|EPI_ISL_541172|2020-06-08|NorthAmerica	EPI_ISL_541172	2020-06-08	NorthAmerica	USA	FL	B.1	0.968293795620438	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2144/2020|EPI_ISL_653297|2020-06-30|NorthAmerica	EPI_ISL_653297	2020-06-30	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0516/2020|EPI_ISL_508719|2020-06-15|NorthAmerica	EPI_ISL_508719	2020-06-15	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0902/2020|EPI_ISL_517792|2020-06-23|NorthAmerica	EPI_ISL_517792	2020-06-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2142/2020|EPI_ISL_653295|2020-06-30|NorthAmerica	EPI_ISL_653295	2020-06-30	NorthAmerica	USA	FL	B.1.595	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2141/2020|EPI_ISL_653294|2020-06-30|NorthAmerica	EPI_ISL_653294	2020-06-30	NorthAmerica	USA	FL	B.1.595	0.981535690159874	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-AFFK/2020|EPI_ISL_513283|2020-06-29|NorthAmerica	EPI_ISL_513283	2020-06-29	NorthAmerica	USA	FL	B.1.595	0.992650334075724	2021-11-25	v1.2.101	FL
